DBN,School Name,Category,Year,Total Enrollment,#Grade 9,#Grade 10,#Grade 11,#Grade 12,#Female,%Female,#Male,%Male,#Asian,%Asian,#Black,%Black,#Hispanic,%Hispanic,#Other,%Other,#White,%White,#ELL Spanish,%ELL Spanish,#ELL Chinese,%ELL Chinese,#ELL Bengali,%ELL Bengali,#ELL Arabic,%ELL Arabic,#ELL Haitian Creole,%ELL Haitian Creole,#ELL French,%ELL French,#ELL Russian,%ELL Russian,#ELL Korean,%ELL Korean,#ELL Urdu,%ELL Urdu,#ELL Other,%ELL Other,ELA #Test Takers,ELA #Level 1,ELA %Level 1,ELA #Level 2,ELA %Level 2,ELA #Level 3,ELA %Level 3,ELA #Level 4,ELA %Level 4,ELA #L3+L4,ELA %L3+L4,Math #Test Takers,Math #Level 1,Math %Level 1,Math #Level 2,Math %Level 2,Math #Level 3,Math %Level 3,Math #Level 4,Math %Level 4,Math #L3+L4,Math %L3+L4,%Minority
30Q555,NEWCOMERS HIGH SCHOOL,All Students,2017-18,911,154,311,232,214,412,45.2%,499,54.8%,270,,9,0.01,570,0.626,6,0.7%,56,6.1%,,,,,,,,,,,,,,,,,,,,,12,11,91.7%,,,,,,,,,36,20,55.6%,13,36.1%,,,,,,,0.636
25Q425,JOHN BOWNE HIGH SCHOOL,All Students,2017-18,3601,1192,833,987,589,1779,49.4%,1822,50.6%,1053,,670,0.18600000000000003,1602,0.445,84,2.3%,192,5.3%,,,,,,,,,,,,,,,,,,,,,772,129,16.7%,311,40.3%,261,33.8%,71,9.2%,332,43.0%,666,224,33.6%,278,41.7%,122,18.3%,42,6.3%,164,24.6%,0.631
21K410,ABRAHAM LINCOLN HIGH SCHOOL,All Students,2017-18,1998,579,557,444,418,770,38.5%,1228,61.5%,314,,806,0.40299999999999997,453,0.22699999999999998,26,1.3%,399,20.0%,,,,,,,,,,,,,,,,,,,,,412,72,17.5%,185,44.9%,135,32.8%,20,4.9%,155,37.6%,394,155,39.3%,173,43.9%,57,14.5%,9,2.3%,66,16.8%,0.6299999999999999
28Q505,HILLCREST HIGH SCHOOL,All Students,2017-18,3367,979,897,759,732,1757,52.2%,1610,47.8%,1010,,975,0.29,1126,0.33399999999999996,134,4.0%,122,3.6%,,,,,,,,,,,,,,,,,,,,,697,144,20.7%,281,40.3%,206,29.6%,66,9.5%,272,39.0%,471,216,45.9%,186,39.5%,59,12.5%,10,2.1%,69,14.6%,0.6239999999999999
28Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,All Students,2017-18,469,120,115,135,99,229,48.8%,240,51.2%,110,,163,0.348,129,0.275,42,9.0%,25,5.3%,,,,,,,,,,,,,,,,,,,,,97,24,24.7%,39,40.2%,26,26.8%,8,8.2%,34,35.1%,81,39,48.1%,29,35.8%,,,,,,,0.623
27Q314,EPIC HIGH SCHOOL - SOUTH,All Students,2017-18,329,176,93,25,35,147,44.7%,182,55.3%,89,,112,0.34,93,0.28300000000000003,24,7.3%,11,3.3%,,,,,,,,,,,,,,,,,,,,,58,,,21,36.2%,19,32.8%,,,,,54,31,57.4%,18,33.3%,,,,,,,0.623
02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,All Students,2017-18,327,48,92,68,119,176,53.8%,151,46.2%,102,,65,0.19899999999999998,137,0.419,8,2.4%,15,4.6%,,,,,,,,,,,,,,,,,,,,,42,,,17,40.5%,14,33.3%,,,,,37,14,37.8%,16,43.2%,,,,,,,0.618
28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,All Students,2017-18,424,110,125,85,104,206,48.6%,218,51.4%,128,,193,0.455,67,0.158,27,6.4%,9,2.1%,,,,,,,,,,,,,,,,,,,,,90,,,42,46.7%,33,36.7%,,,,,84,23,27.4%,41,48.8%,,,,,,,0.613
26Q435,MARTIN VAN BUREN HIGH SCHOOL,All Students,2017-18,1174,371,306,244,253,526,44.8%,647,55.1%,350,,516,0.44,199,0.17,64,5.5%,45,3.8%,,,,,,,,,,,,,,,,,,,,,262,60,22.9%,113,43.1%,80,30.5%,9,3.4%,89,34.0%,188,115,61.2%,56,29.8%,,,,,,,0.61
03M417,FRANK MCCOURT HIGH SCHOOL,All Students,2017-18,411,114,103,102,92,224,54.5%,186,45.3%,17,,64,0.156,184,0.44799999999999995,25,6.1%,121,29.4%,,,,,,,,,,,,,,,,,,,,,101,6,5.9%,36,35.6%,44,43.6%,15,14.9%,59,58.4%,70,,,34,48.6%,19,27.1%,,,,,0.604
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,All Students,2017-18,354,84,89,102,79,166,46.9%,188,53.1%,97,,74,0.209,139,0.39299999999999996,,,,,,,,,,,,,,,,,,,,,,,,,35,26,74.3%,8,22.9%,,,,,,,51,25,49.0%,16,31.4%,,,,,,,0.602
28Q284,YORK EARLY COLLEGE ACADEMY,All Students,2017-18,359,96,90,89,84,212,59.1%,147,40.9%,105,,183,0.51,31,0.086,33,9.2%,7,1.9%,,,,,,,,,,,,,,,,,,,,,94,,,27,28.7%,45,47.9%,,,,,7,,,,,,,,,,,0.596
26Q315,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,All Students,2017-18,422,123,120,98,81,132,31.3%,289,68.5%,115,,168,0.39799999999999996,83,0.19699999999999998,26,6.2%,30,7.1%,,,,,,,,,,,,,,,,,,,,,110,10,9.1%,29,26.4%,55,50.0%,16,14.5%,71,64.5%,72,20,27.8%,38,52.8%,,,,,,,0.595
27Q475,RICHMOND HILL HIGH SCHOOL,All Students,2017-18,1681,491,462,343,385,769,45.7%,912,54.3%,533,,204,0.121,788,0.469,87,5.2%,69,4.1%,,,,,,,,,,,,,,,,,,,,,302,80,26.5%,127,42.1%,83,27.5%,12,4.0%,95,31.5%,238,141,59.2%,75,31.5%,,,,,,,0.59
27Q334,EPIC HIGH SCHOOL - NORTH,All Students,2017-18,390,113,103,84,90,189,48.5%,201,51.5%,93,,65,0.16699999999999998,165,0.423,44,11.3%,23,5.9%,,,,,,,,,,,,,,,,,,,,,86,,,40,46.5%,,,,,,,59,38,64.4%,18,30.5%,,,,,,,0.59
28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,All Students,2017-18,458,122,116,109,111,240,52.4%,218,47.6%,79,,88,0.192,182,0.397,31,6.8%,78,17.0%,,,,,,,,,,,,,,,,,,,,,108,20,18.5%,43,39.8%,35,32.4%,10,9.3%,45,41.7%,54,42,77.8%,12,22.2%,,,,,,,0.589
28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",All Students,2017-18,319,87,83,76,73,,,,,100,,151,0.473,36,0.113,20,6.3%,12,3.8%,,,,,,,,,,,,,,,,,,,,,83,,,,,32,38.6%,26,31.3%,58,69.9%,71,10,14.1%,29,40.8%,22,31.0%,10,14.1%,32,45.1%,0.586
20K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLO,All Students,2017-18,1278,367,320,292,299,546,42.7%,730,57.1%,264,,100,0.078,635,0.49700000000000005,35,2.7%,244,19.1%,,,,,,,,,,,,,,,,,,,,,310,56,18.1%,106,34.2%,111,35.8%,37,11.9%,148,47.7%,281,71,25.3%,96,34.2%,65,23.1%,49,17.4%,114,40.6%,0.5750000000000001
02M551,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,All Students,2017-18,534,190,157,87,100,186,34.8%,348,65.2%,38,,95,0.17800000000000002,212,0.397,33,6.2%,156,29.2%,,,,,,,,,,,,,,,,,,,,,151,19,12.6%,59,39.1%,51,33.8%,22,14.6%,73,48.3%,121,43,35.5%,61,50.4%,11,9.1%,6,5.0%,17,14.0%,0.5750000000000001
22K611,ORIGINS HIGH SCHOOL,All Students,2017-18,427,91,116,107,113,217,50.8%,210,49.2%,,,156,0.365,88,0.20600000000000002,,,117,27.4%,,,,,,,,,,,,,,,,,,,,,55,18,32.7%,20,36.4%,,,,,,,60,29,48.3%,21,35.0%,,,,,,,0.571
27Q480,JOHN ADAMS HIGH SCHOOL,All Students,2017-18,2281,739,610,485,447,1015,44.5%,1266,55.5%,776,,523,0.22899999999999998,775,0.34,139,6.1%,68,3.0%,,,,,,,,,,,,,,,,,,,,,500,134,26.8%,214,42.8%,118,23.6%,34,6.8%,152,30.4%,443,258,58.2%,144,32.5%,,,,,,,0.569
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,All Students,2017-18,2394,614,696,556,528,1074,44.9%,1320,55.1%,631,,161,0.067,1194,0.499,51,2.1%,357,14.9%,,,,,,,,,,,,,,,,,,,,,434,79,18.2%,163,37.6%,149,34.3%,43,9.9%,192,44.2%,413,152,36.8%,191,46.2%,57,13.8%,13,3.1%,70,16.9%,0.5660000000000001
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,All Students,2017-18,598,155,158,157,128,301,50.3%,297,49.7%,153,,25,0.042,308,0.515,24,4.0%,88,14.7%,,,,,,,,,,,,,,,,,,,,,135,15,11.1%,52,38.5%,51,37.8%,17,12.6%,68,50.4%,118,22,18.6%,54,45.8%,28,23.7%,14,11.9%,42,35.6%,0.557
21K540,JOHN DEWEY HIGH SCHOOL,All Students,2017-18,2309,647,666,454,542,1129,48.9%,1177,51.0%,750,,747,0.324,498,0.21600000000000003,52,2.3%,262,11.3%,,,,,,,,,,,,,,,,,,,,,465,75,16.1%,175,37.6%,178,38.3%,37,8.0%,215,46.2%,433,124,28.6%,165,38.1%,102,23.6%,42,9.7%,144,33.3%,0.54
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADER,All Students,2017-18,347,93,92,84,78,159,45.8%,188,54.2%,62,,63,0.182,119,0.34299999999999997,15,4.3%,88,25.4%,,,,,,,,,,,,,,,,,,,,,66,13,19.7%,28,42.4%,18,27.3%,7,10.6%,25,37.9%,60,21,35.0%,26,43.3%,,,,,,,0.5249999999999999
21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,All Students,2017-18,366,102,89,84,91,173,47.3%,192,52.5%,20,,89,0.243,96,0.262,8,2.2%,153,41.8%,,,,,,,,,,,,,,,,,,,,,96,,,25,26.0%,52,54.2%,,,,,67,29,43.3%,23,34.3%,,,,,,,0.505
