DBN,School Name,Category,Year,Total Enrollment,#Grade 9,#Grade 10,#Grade 11,#Grade 12,#Female,%Female,#Male,%Male,#Asian,%Asian,#Black,%Black,#Hispanic,%Hispanic,#Other,%Other,#White,%White,#ELL Spanish,%ELL Spanish,#ELL Chinese,%ELL Chinese,#ELL Bengali,%ELL Bengali,#ELL Arabic,%ELL Arabic,#ELL Haitian Creole,%ELL Haitian Creole,#ELL French,%ELL French,#ELL Russian,%ELL Russian,#ELL Korean,%ELL Korean,#ELL Urdu,%ELL Urdu,#ELL Other,%ELL Other,ELA #Test Takers,ELA #Level 1,ELA %Level 1,ELA #Level 2,ELA %Level 2,ELA #Level 3,ELA %Level 3,ELA #Level 4,ELA %Level 4,ELA #L3+L4,ELA %L3+L4,Math #Test Takers,Math #Level 1,Math %Level 1,Math #Level 2,Math %Level 2,Math #Level 3,Math %Level 3,Math #Level 4,Math %Level 4,Math #L3+L4,Math %L3+L4,%Minority
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH S,All Students,2017-18,713,188,212,126,187,114,16.0%,599,84.0%,22,,434,0.609,220,0.309,20,2.8%,17,2.4%,,,,,,,,,,,,,,,,,,,,,138,,,69,50.0%,38,27.5%,,,,,133,69,51.9%,55,41.4%,,,,,,,0.9179999999999999
29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,All Students,2017-18,454,113,128,107,106,250,55.1%,204,44.9%,21,,354,0.78,62,0.13699999999999998,10,2.2%,7,1.5%,,,,,,,,,,,,,,,,,,,,,56,17,30.4%,24,42.9%,,,,,,,50,30,60.0%,16,32.0%,,,,,,,0.917
14K610,AUTOMOTIVE HIGH SCHOOL,All Students,2017-18,399,104,97,89,109,39,9.8%,360,90.2%,12,,212,0.531,154,0.386,10,2.5%,11,2.8%,,,,,,,,,,,,,,,,,,,,,95,38,40.0%,35,36.8%,,,,,,,90,55,61.1%,31,34.4%,,,,,,,0.917
17K539,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,All Students,2017-18,354,72,78,97,107,124,35.0%,230,65.0%,9,,276,0.78,48,0.136,8,2.3%,13,3.7%,,,,,,,,,,,,,,,,,,,,,50,,,18,36.0%,16,32.0%,,,,,51,32,62.7%,16,31.4%,,,,,,,0.916
03M403,THE GLOBAL LEARNING COLLABORATIVE,All Students,2017-18,436,119,90,123,104,202,46.3%,234,53.7%,10,,107,0.245,292,0.67,9,2.1%,18,4.1%,,,,,,,,,,,,,,,,,,,,,109,,,46,42.2%,36,33.0%,,,,,102,46,45.1%,44,43.1%,,,,,,,0.915
05M304,MOTT HALL HIGH SCHOOL,All Students,2017-18,297,90,67,65,75,133,44.8%,164,55.2%,,,99,0.33299999999999996,173,0.5820000000000001,,,,,,,,,,,,,,,,,,,,,,,,,47,18,38.3%,15,31.9%,8,17.0%,6,12.8%,14,29.8%,43,31,72.1%,11,25.6%,,,,,,,0.915
02M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITION",All Students,2017-18,258,16,69,81,92,133,51.6%,125,48.4%,,,106,0.41100000000000003,130,0.504,,,13,5.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIG",All Students,2017-18,340,88,97,86,69,163,47.9%,177,52.1%,18,,277,0.815,34,0.1,,,,,,,,,,,,,,,,,,,,,,,,,84,6,7.1%,14,16.7%,36,42.9%,28,33.3%,64,76.2%,72,10,13.9%,22,30.6%,29,40.3%,11,15.3%,40,55.6%,0.9149999999999999
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,All Students,2017-18,197,48,61,45,43,79,40.1%,118,59.9%,9,,146,0.741,34,0.17300000000000001,,,,,,,,,,,,,,,,,,,,,,,,,40,13,32.5%,15,37.5%,,,,,,,40,20,50.0%,14,35.0%,,,,,,,0.914
11X290,BRONX ACADEMY OF HEALTH CAREERS,All Students,2017-18,395,136,93,91,75,265,67.1%,130,32.9%,17,,148,0.375,213,0.539,7,1.8%,10,2.5%,,,,,,,,,,,,,,,,,,,,,101,,,46,45.5%,27,26.7%,,,,,95,52,54.7%,36,37.9%,,,,,,,0.914
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,All Students,2017-18,584,123,134,167,160,307,52.6%,277,47.4%,21,,364,0.623,170,0.29100000000000004,19,3.3%,10,1.7%,,,,,,,,,,,,,,,,,,,,,100,21,21.0%,45,45.0%,26,26.0%,8,8.0%,34,34.0%,90,43,47.8%,36,40.0%,,,,,,,0.914
10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPOR,All Students,2017-18,350,113,103,67,67,145,41.4%,205,58.6%,,,62,0.177,258,0.737,,,15,4.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9139999999999999
01M509,MARTA VALLE HIGH SCHOOL,All Students,2017-18,148,39,33,38,38,88,59.5%,60,40.5%,7,,47,0.318,88,0.595,,,,,,,,,,,,,,,,,,,,,,,,,26,,,13,50.0%,7,26.9%,,,,,25,14,56.0%,10,40.0%,,,,,,,0.913
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORA,All Students,2017-18,287,73,85,83,46,117,40.8%,170,59.2%,,,223,0.777,39,0.136,15,5.2%,,,,,,,,,,,,,,,,,,,,,,,58,18,31.0%,20,34.5%,,,,,,,58,33,56.9%,23,39.7%,,,,,,,0.913
